ダウンロードした時刻：2021/04/16 06:52:29

集計開始,集計終了,京都,京都,京都
年月日,年月日,平均気温(℃),平均気温(℃),平均気温(℃)
,,,品質情報,均質番号
1963/2/1,1963/2/10,1.7,8,2
1963/2/11,1963/2/20,2.3,8,2
1963/2/21,1963/2/28,3.2,8,2
1963/3/1,1963/3/10,3.9,8,2
1963/3/11,1963/3/20,7.4,8,2
1963/3/21,1963/3/31,9.6,8,2
1963/11/1,1963/11/10,13.0,8,2
1963/11/11,1963/11/20,11.1,8,2
1963/11/21,1963/11/30,9.4,8,2
1963/12/1,1963/12/10,7.7,8,2
1963/12/11,1963/12/20,6.3,8,2
1963/12/21,1963/12/31,6.2,8,2
1964/1/1,1964/1/10,5.0,8,2
1964/1/11,1964/1/20,6.5,8,2
1964/1/21,1964/1/31,5.0,8,2
1964/2/1,1964/2/10,4.0,8,2
1964/2/11,1964/2/20,2.9,8,2
1964/2/21,1964/2/29,2.8,8,2
1964/3/1,1964/3/10,6.2,8,2
1964/3/11,1964/3/20,5.9,8,2
1964/3/21,1964/3/31,7.6,8,2
1964/11/1,1964/11/10,13.0,8,2
1964/11/11,1964/11/20,9.2,8,2
1964/11/21,1964/11/30,8.6,8,2
1964/12/1,1964/12/10,5.6,8,2
1964/12/11,1964/12/20,4.8,8,2
1964/12/21,1964/12/31,8.1,8,2
1965/1/1,1965/1/10,3.6,8,2
1965/1/11,1965/1/20,2.7,8,2
1965/1/21,1965/1/31,3.8,8,2
1965/2/1,1965/2/10,3.4,8,2
1965/2/11,1965/2/20,4.8,8,2
1965/2/21,1965/2/28,3.2,8,2
1965/3/1,1965/3/10,3.0,8,2
1965/3/11,1965/3/20,6.2,8,2
1965/3/21,1965/3/31,7.1,8,2
1965/11/1,1965/11/10,15.5,8,2
1965/11/11,1965/11/20,10.3,8,2
1965/11/21,1965/11/30,9.6,8,2
1965/12/1,1965/12/10,6.8,8,2
1965/12/11,1965/12/20,5.4,8,2
1965/12/21,1965/12/31,5.4,8,2
1966/1/1,1966/1/10,3.9,8,2
1966/1/11,1966/1/20,4.1,8,2
1966/1/21,1966/1/31,2.2,8,2
1966/2/1,1966/2/10,4.5,8,2
1966/2/11,1966/2/20,5.3,8,2
1966/2/21,1966/2/28,7.8,8,2
1966/3/1,1966/3/10,9.2,8,2
1966/3/11,1966/3/20,9.2,8,2
1966/3/21,1966/3/31,7.2,8,2
1966/11/1,1966/11/10,13.8,8,2
1966/11/11,1966/11/20,11.3,8,2
1966/11/21,1966/11/30,7.0,8,2
1966/12/1,1966/12/10,4.9,8,2
1966/12/11,1966/12/20,4.9,8,2
1966/12/21,1966/12/31,4.3,8,2
1967/1/1,1967/1/10,2.8,8,2
1967/1/11,1967/1/20,1.9,8,2
1967/1/21,1967/1/31,4.8,8,2
1967/2/1,1967/2/10,4.5,8,2
1967/2/11,1967/2/20,2.0,8,2
1967/2/21,1967/2/28,6.4,8,2
1967/3/1,1967/3/10,5.9,8,2
1967/3/11,1967/3/20,7.3,8,2
1967/3/21,1967/3/31,9.8,8,2
1967/11/1,1967/11/10,15.0,8,2
1967/11/11,1967/11/20,10.8,8,2
1967/11/21,1967/11/30,10.1,8,2
1967/12/1,1967/12/10,5.7,8,2
1967/12/11,1967/12/20,5.3,8,2
1967/12/21,1967/12/31,2.9,8,2
1968/1/1,1968/1/10,3.6,8,2
1968/1/11,1968/1/20,3.5,8,2
1968/1/21,1968/1/31,3.0,8,2
1968/2/1,1968/2/10,1.6,8,2
1968/2/11,1968/2/20,2.4,8,2
1968/2/21,1968/2/29,2.9,8,2
1968/3/1,1968/3/10,5.6,8,2
1968/3/11,1968/3/20,7.2,8,2
1968/3/21,1968/3/31,11.0,8,2
1968/11/1,1968/11/10,14.1,8,2
1968/11/11,1968/11/20,9.2,8,2
1968/11/21,1968/11/30,11.5,8,2
1968/12/1,1968/12/10,12.5,8,2
1968/12/11,1968/12/20,8.8,8,2
1968/12/21,1968/12/31,6.1,8,2
1969/1/1,1969/1/10,2.4,8,2
1969/1/11,1969/1/20,4.0,8,2
1969/1/21,1969/1/31,7.7,8,2
1969/2/1,1969/2/10,4.0,8,2
1969/2/11,1969/2/20,7.6,8,2
1969/2/21,1969/2/28,2.8,8,2
1969/3/1,1969/3/10,4.2,8,2
1969/3/11,1969/3/20,5.4,8,2
1969/3/21,1969/3/31,10.7,8,2
1969/11/1,1969/11/10,12.7,8,2
1969/11/11,1969/11/20,12.4,8,2
1969/11/21,1969/11/30,7.9,8,2
1969/12/1,1969/12/10,8.0,8,2
1969/12/11,1969/12/20,4.8,8,2
1969/12/21,1969/12/31,4.4,8,2
1970/1/1,1970/1/10,4.1,8,2
1970/1/11,1970/1/20,2.3,8,2
1970/1/21,1970/1/31,4.2,8,2
1970/2/1,1970/2/10,2.7,8,2
1970/2/11,1970/2/20,6.5,8,2
1970/2/21,1970/2/28,6.2,8,2
1970/3/1,1970/3/10,3.8,8,2
1970/3/11,1970/3/20,4.0,8,2
1970/3/21,1970/3/31,7.0,8,2
1970/11/1,1970/11/10,12.4,8,2
1970/11/11,1970/11/20,11.6,8,2
1970/11/21,1970/11/30,9.7,8,2
1970/12/1,1970/12/10,6.0,8,2
1970/12/11,1970/12/20,7.1,8,2
1970/12/21,1970/12/31,5.5,8,2
1971/1/1,1971/1/10,3.7,8,2
1971/1/11,1971/1/20,5.8,8,2
1971/1/21,1971/1/31,3.6,8,2
1971/2/1,1971/2/10,2.0,8,2
1971/2/11,1971/2/20,6.0,8,2
1971/2/21,1971/2/28,7.8,8,2
1971/3/1,1971/3/10,4.3,8,2
1971/3/11,1971/3/20,6.3,8,2
1971/3/21,1971/3/31,11.1,8,2
1971/11/1,1971/11/10,12.9,8,2
1971/11/11,1971/11/20,12.4,8,2
1971/11/21,1971/11/30,10.2,8,2
1971/12/1,1971/12/10,7.4,8,2
1971/12/11,1971/12/20,7.7,8,2
1971/12/21,1971/12/31,7.1,8,2
1972/1/1,1972/1/10,6.3,8,2
1972/1/11,1972/1/20,7.3,8,2
1972/1/21,1972/1/31,7.5,8,2
1972/2/1,1972/2/10,6.3,8,2
1972/2/11,1972/2/20,6.8,8,2
1972/2/21,1972/2/29,4.2,8,2
1972/3/1,1972/3/10,5.3,8,2
1972/3/11,1972/3/20,9.3,8,2
1972/3/21,1972/3/31,11.6,8,2
1972/11/1,1972/11/10,14.3,8,2
1972/11/11,1972/11/20,13.7,8,2
1972/11/21,1972/11/30,7.8,8,2
1972/12/1,1972/12/10,8.5,8,2
1972/12/11,1972/12/20,6.1,8,2
1972/12/21,1972/12/31,8.3,8,2
1973/1/1,1973/1/10,6.1,8,2
1973/1/11,1973/1/20,5.7,8,2
1973/1/21,1973/1/31,6.7,8,2
1973/2/1,1973/2/10,5.7,8,2
1973/2/11,1973/2/20,8.6,8,2
1973/2/21,1973/2/28,6.5,8,2
1973/3/1,1973/3/10,5.3,8,2
1973/3/11,1973/3/20,7.0,8,2
1973/3/21,1973/3/31,10.7,8,2
1973/11/1,1973/11/10,13.9,8,2
1973/11/11,1973/11/20,9.4,8,2
1973/11/21,1973/11/30,7.0,8,2
1973/12/1,1973/12/10,4.8,8,2
1973/12/11,1973/12/20,4.7,8,2
1973/12/21,1973/12/31,3.3,8,2
1974/1/1,1974/1/10,4.4,8,2
1974/1/11,1974/1/20,3.0,8,2
1974/1/21,1974/1/31,2.2,8,2
1974/2/1,1974/2/10,2.9,8,2
1974/2/11,1974/2/20,5.3,8,2
1974/2/21,1974/2/28,4.4,8,2
1974/3/1,1974/3/10,8.9,8,2
1974/3/11,1974/3/20,4.9,8,2
1974/3/21,1974/3/31,7.2,8,2
1974/11/1,1974/11/10,13.1,8,2
1974/11/11,1974/11/20,9.1,8,2
1974/11/21,1974/11/30,9.0,8,2
1974/12/1,1974/12/10,7.7,8,2
1974/12/11,1974/12/20,6.5,8,2
1974/12/21,1974/12/31,5.8,8,2
1975/1/1,1975/1/10,4.8,8,2
1975/1/11,1975/1/20,2.6,8,2
1975/1/21,1975/1/31,4.5,8,2
1975/2/1,1975/2/10,5.9,8,2
1975/2/11,1975/2/20,2.7,8,2
1975/2/21,1975/2/28,2.4,8,2
1975/3/1,1975/3/10,6.4,8,2
1975/3/11,1975/3/20,8.0,8,2
1975/3/21,1975/3/31,7.8,8,2
1975/11/1,1975/11/10,13.2,8,2
1975/11/11,1975/11/20,14.5,8,2
1975/11/21,1975/11/30,9.1,8,2
1975/12/1,1975/12/10,9.7,8,2
1975/12/11,1975/12/20,4.8,8,2
1975/12/21,1975/12/31,4.7,8,2
1976/1/1,1976/1/10,5.4,8,2
1976/1/11,1976/1/20,3.2,8,2
1976/1/21,1976/1/31,2.7,8,2
1976/2/1,1976/2/10,5.0,8,2
1976/2/11,1976/2/20,7.5,8,2
1976/2/21,1976/2/29,7.7,8,2
1976/3/1,1976/3/10,7.0,8,2
1976/3/11,1976/3/20,9.2,8,2
1976/3/21,1976/3/31,7.5,8,2
1976/11/1,1976/11/10,13.9,8,2
1976/11/11,1976/11/20,10.2,8,2
1976/11/21,1976/11/30,6.7,8,2
1976/12/1,1976/12/10,7.4,8,2
1976/12/11,1976/12/20,6.8,8,2
1976/12/21,1976/12/31,4.0,8,2
1977/1/1,1977/1/10,2.3,8,2
1977/1/11,1977/1/20,2.7,8,2
1977/1/21,1977/1/31,2.6,8,2
1977/2/1,1977/2/10,1.0,8,2
1977/2/11,1977/2/20,1.9,8,2
1977/2/21,1977/2/28,6.7,8,2
1977/3/1,1977/3/10,6.1,8,2
1977/3/11,1977/3/20,10.0,8,2
1977/3/21,1977/3/31,9.9,8,2
1977/11/1,1977/11/10,17.0,8,2
1977/11/11,1977/11/20,13.9,8,2
1977/11/21,1977/11/30,9.4,8,2
1977/12/1,1977/12/10,8.2,8,2
1977/12/11,1977/12/20,9.5,8,2
1977/12/21,1977/12/31,6.6,8,2
1978/1/1,1978/1/10,5.5,8,2
1978/1/11,1978/1/20,5.4,8,2
1978/1/21,1978/1/31,3.4,8,2
1978/2/1,1978/2/10,3.8,8,2
1978/2/11,1978/2/20,2.6,8,2
1978/2/21,1978/2/28,4.1,8,2
1978/3/1,1978/3/10,7.6,8,2
1978/3/11,1978/3/20,6.0,8,2
1978/3/21,1978/3/31,9.1,8,2
1978/11/1,1978/11/10,12.9,8,2
1978/11/11,1978/11/20,12.6,8,2
1978/11/21,1978/11/30,9.7,8,2
1978/12/1,1978/12/10,8.6,8,2
1978/12/11,1978/12/20,8.6,8,2
1978/12/21,1978/12/31,5.4,8,2
1979/1/1,1979/1/10,6.7,8,2
1979/1/11,1979/1/20,3.9,8,2
1979/1/21,1979/1/31,6.4,8,2
1979/2/1,1979/2/10,5.4,8,2
1979/2/11,1979/2/20,7.7,8,2
1979/2/21,1979/2/28,9.7,8,2
1979/3/1,1979/3/10,5.8,8,2
1979/3/11,1979/3/20,7.0,8,2
1979/3/21,1979/3/31,10.8,8,2
1979/11/1,1979/11/10,16.7,8,2
1979/11/11,1979/11/20,10.0,8,2
1979/11/21,1979/11/30,10.9,8,2
1979/12/1,1979/12/10,9.6,8,2
1979/12/11,1979/12/20,7.4,8,2
1979/12/21,1979/12/31,6.1,8,2
1980/1/1,1980/1/10,5.2,8,2
1980/1/11,1980/1/20,2.8,8,2
1980/1/21,1980/1/31,4.7,8,2
1980/2/1,1980/2/10,2.1,8,2
1980/2/11,1980/2/20,3.2,8,2
1980/2/21,1980/2/29,5.3,8,2
1980/3/1,1980/3/10,7.1,8,2
1980/3/11,1980/3/20,6.0,8,2
1980/3/21,1980/3/31,8.7,8,2
1980/11/1,1980/11/10,11.8,8,2
1980/11/11,1980/11/20,12.1,8,2
1980/11/21,1980/11/30,12.7,8,2
1980/12/1,1980/12/10,7.8,8,2
1980/12/11,1980/12/20,5.0,8,2
1980/12/21,1980/12/31,2.8,8,2
1981/1/1,1981/1/10,2.8,8,2
1981/1/11,1981/1/20,1.8,8,2
1981/1/21,1981/1/31,2.5,8,2
1981/2/1,1981/2/10,3.3,8,2
1981/2/11,1981/2/20,6.2,8,2
1981/2/21,1981/2/28,1.8,8,2
1981/3/1,1981/3/10,5.1,8,2
1981/3/11,1981/3/20,9.7,8,2
1981/3/21,1981/3/31,10.0,8,2
1981/11/1,1981/11/10,11.3,8,2
1981/11/11,1981/11/20,9.5,8,2
1981/11/21,1981/11/30,8.0,8,2
1981/12/1,1981/12/10,5.5,8,2
1981/12/11,1981/12/20,5.1,8,2
1981/12/21,1981/12/31,6.9,8,2
1982/1/1,1982/1/10,5.0,8,2
1982/1/11,1982/1/20,3.5,8,2
1982/1/21,1982/1/31,2.9,8,2
1982/2/1,1982/2/10,2.6,8,2
1982/2/11,1982/2/20,5.1,8,2
1982/2/21,1982/2/28,5.4,8,2
1982/3/1,1982/3/10,6.2,8,2
1982/3/11,1982/3/20,10.6,8,2
1982/3/21,1982/3/31,9.1,8,2
1982/11/1,1982/11/10,15.7,8,2
1982/11/11,1982/11/20,14.0,8,2
1982/11/21,1982/11/30,10.6,8,2
1982/12/1,1982/12/10,8.1,8,2
1982/12/11,1982/12/20,6.1,8,2
1982/12/21,1982/12/31,6.8,8,2
1983/1/1,1983/1/10,5.9,8,2
1983/1/11,1983/1/20,4.2,8,2
1983/1/21,1983/1/31,4.2,8,2
1983/2/1,1983/2/10,5.5,8,2
1983/2/11,1983/2/20,3.6,8,2
1983/2/21,1983/2/28,4.4,8,2
1983/3/1,1983/3/10,5.7,8,2
1983/3/11,1983/3/20,7.2,8,2
1983/3/21,1983/3/31,10.4,8,2
1983/11/1,1983/11/10,13.4,8,2
1983/11/11,1983/11/20,10.9,8,2
1983/11/21,1983/11/30,8.5,8,2
1983/12/1,1983/12/10,7.4,8,2
1983/12/11,1983/12/20,5.4,8,2
1983/12/21,1983/12/31,2.8,8,2
1984/1/1,1984/1/10,2.9,8,2
1984/1/11,1984/1/20,2.5,8,2
1984/1/21,1984/1/31,1.3,8,2
1984/2/1,1984/2/10,0.5,8,2
1984/2/11,1984/2/20,2.3,8,2
1984/2/21,1984/2/29,4.4,8,2
1984/3/1,1984/3/10,2.9,8,2
1984/3/11,1984/3/20,5.1,8,2
1984/3/21,1984/3/31,7.1,8,2
1984/11/1,1984/11/10,13.9,8,2
1984/11/11,1984/11/20,13.8,8,2
1984/11/21,1984/11/30,8.9,8,2
1984/12/1,1984/12/10,8.2,8,2
1984/12/11,1984/12/20,8.8,8,2
1984/12/21,1984/12/31,3.1,8,2
1985/1/1,1985/1/10,3.6,8,2
1985/1/11,1985/1/20,3.1,8,2
1985/1/21,1985/1/31,2.7,8,2
1985/2/1,1985/2/10,7.2,8,2
1985/2/11,1985/2/20,5.3,8,2
1985/2/21,1985/2/28,3.7,8,2
1985/3/1,1985/3/10,7.6,8,2
1985/3/11,1985/3/20,7.9,8,2
1985/3/21,1985/3/31,9.9,8,2
1985/11/1,1985/11/10,15.3,8,2
1985/11/11,1985/11/20,9.3,8,2
1985/11/21,1985/11/30,9.4,8,2
1985/12/1,1985/12/10,7.2,8,2
1985/12/11,1985/12/20,3.0,8,2
1985/12/21,1985/12/31,6.1,8,2
1986/1/1,1986/1/10,1.7,8,2
1986/1/11,1986/1/20,3.7,8,2
1986/1/21,1986/1/31,3.0,8,2
1986/2/1,1986/2/10,1.9,8,2
1986/2/11,1986/2/20,3.3,8,2
1986/2/21,1986/2/28,2.5,8,2
1986/3/1,1986/3/10,6.0,8,2
1986/3/11,1986/3/20,8.3,8,2
1986/3/21,1986/3/31,8.4,8,2
1986/11/1,1986/11/10,12.6,8,2
1986/11/11,1986/11/20,10.8,8,2
1986/11/21,1986/11/30,9.5,8,2
1986/12/1,1986/12/10,8.3,8,2
1986/12/11,1986/12/20,8.7,8,2
1986/12/21,1986/12/31,6.0,8,2
1987/1/1,1987/1/10,6.2,8,2
1987/1/11,1987/1/20,3.6,8,2
1987/1/21,1987/1/31,4.5,8,2
1987/2/1,1987/2/10,4.7,8,2
1987/2/11,1987/2/20,6.9,8,2
1987/2/21,1987/2/28,4.1,8,2
1987/3/1,1987/3/10,5.3,8,2
1987/3/11,1987/3/20,8.6,8,2
1987/3/21,1987/3/31,10.5,8,2
1987/11/1,1987/11/10,13.3,8,2
1987/11/11,1987/11/20,12.6,8,2
1987/11/21,1987/11/30,10.4,8,2
1987/12/1,1987/12/10,5.2,8,2
1987/12/11,1987/12/20,7.2,8,2
1987/12/21,1987/12/31,8.3,8,2
1988/1/1,1988/1/10,6.2,8,2
1988/1/11,1988/1/20,5.9,8,2
1988/1/21,1988/1/31,5.7,8,2
1988/2/1,1988/2/10,3.5,8,2
1988/2/11,1988/2/20,3.2,8,2
1988/2/21,1988/2/29,5.3,8,2
1988/3/1,1988/3/10,4.8,8,2
1988/3/11,1988/3/20,8.4,8,2
1988/3/21,1988/3/31,8.6,8,2
1988/11/1,1988/11/10,11.1,8,2
1988/11/11,1988/11/20,10.2,8,2
1988/11/21,1988/11/30,7.4,8,2
1988/12/1,1988/12/10,6.8,8,2
1988/12/11,1988/12/20,5.3,8,2
1988/12/21,1988/12/31,5.5,8,2
1989/1/1,1989/1/10,7.7,8,2
1989/1/11,1989/1/20,7.3,8,2
1989/1/21,1989/1/31,5.5,8,2
1989/2/1,1989/2/10,5.5,8,2
1989/2/11,1989/2/20,6.6,8,2
1989/2/21,1989/2/28,7.8,8,2
1989/3/1,1989/3/10,7.7,8,2
1989/3/11,1989/3/20,8.0,8,2
1989/3/21,1989/3/31,8.9,8,2
1989/11/1,1989/11/10,17.0,8,2
1989/11/11,1989/11/20,12.0,8,2
1989/11/21,1989/11/30,8.7,8,2
1989/12/1,1989/12/10,8.1,8,2
1989/12/11,1989/12/20,6.6,8,2
1989/12/21,1989/12/31,6.3,8,2
1990/1/1,1990/1/10,5.1,8,2
1990/1/11,1990/1/20,5.7,8,2
1990/1/21,1990/1/31,2.5,8,2
1990/2/1,1990/2/10,5.3,8,2
1990/2/11,1990/2/20,8.8,8,2
1990/2/21,1990/2/28,9.9,8,2
1990/3/1,1990/3/10,7.4,8,2
1990/3/11,1990/3/20,9.3,8,2
1990/3/21,1990/3/31,11.2,8,2
1990/11/1,1990/11/10,15.4,8,2
1990/11/11,1990/11/20,13.7,8,2
1990/11/21,1990/11/30,12.0,8,2
1990/12/1,1990/12/10,9.9,8,2
1990/12/11,1990/12/20,7.3,8,2
1990/12/21,1990/12/31,6.1,8,2
1991/1/1,1991/1/10,5.7,8,2
1991/1/11,1991/1/20,4.7,8,2
1991/1/21,1991/1/31,4.8,8,2
1991/2/1,1991/2/10,4.3,8,2
1991/2/11,1991/2/20,5.7,8,2
1991/2/21,1991/2/28,2.7,8,2
1991/3/1,1991/3/10,8.3,8,2
1991/3/11,1991/3/20,8.0,8,2
1991/3/21,1991/3/31,11.7,8,2
1991/11/1,1991/11/10,13.5,8,2
1991/11/11,1991/11/20,10.5,8,2
1991/11/21,1991/11/30,11.4,8,2
1991/12/1,1991/12/10,10.6,8,2
1991/12/11,1991/12/20,7.5,8,2
1991/12/21,1991/12/31,7.3,8,2
1992/1/1,1992/1/10,7.1,8,2
1992/1/11,1992/1/20,4.6,8,2
1992/1/21,1992/1/31,6.5,8,2
1992/2/1,1992/2/10,4.5,8,2
1992/2/11,1992/2/20,5.0,8,2
1992/2/21,1992/2/29,5.7,8,2
1992/3/1,1992/3/10,8.4,8,2
1992/3/11,1992/3/20,10.5,8,2
1992/3/21,1992/3/31,10.2,8,2
1992/11/1,1992/11/10,14.2,8,2
1992/11/11,1992/11/20,12.3,8,2
1992/11/21,1992/11/30,9.1,8,2
1992/12/1,1992/12/10,11.4,8,2
1992/12/11,1992/12/20,6.1,8,2
1992/12/21,1992/12/31,7.0,8,2
1993/1/1,1993/1/10,6.6,8,2
1993/1/11,1993/1/20,6.2,8,2
1993/1/21,1993/1/31,4.7,8,2
1993/2/1,1993/2/10,5.4,8,2
1993/2/11,1993/2/20,6.8,8,2
1993/2/21,1993/2/28,6.0,8,2
1993/3/1,1993/3/10,6.5,8,2
1993/3/11,1993/3/20,5.7,8,2
1993/3/21,1993/3/31,10.3,8,2
1993/11/1,1993/11/10,14.4,8,2
1993/11/11,1993/11/20,16.4,8,2
1993/11/21,1993/11/30,9.5,8,2
1993/12/1,1993/12/10,9.0,8,2
1993/12/11,1993/12/20,6.3,8,2
1993/12/21,1993/12/31,6.2,8,2
1994/1/1,1994/1/10,5.7,8,2
1994/1/11,1994/1/20,5.5,8,2
1994/1/21,1994/1/31,3.2,8,2
1994/2/1,1994/2/10,5.0,8,2
1994/2/11,1994/2/20,4.3,8,2
1994/2/21,1994/2/28,4.6,8,2
1994/3/1,1994/3/10,6.6,8,2
1994/3/11,1994/3/20,6.5,8,2
1994/3/21,1994/3/31,8.1,8,2
1994/11/1,1994/11/10,15.1,8,2
1994/11/11,1994/11/20,14.8,8,2
1994/11/21,1994/11/30,9.5,8,2
1994/12/1,1994/12/10,9.7,8,2
1994/12/11,1994/12/20,6.4,8,2
1994/12/21,1994/12/31,7.1,8,2
1995/1/1,1995/1/10,5.5,8,2
1995/1/11,1995/1/20,3.4,8,2
1995/1/21,1995/1/31,4.8,8,2
1995/2/1,1995/2/10,3.9,8,2
1995/2/11,1995/2/20,5.4,8,2
1995/2/21,1995/2/28,5.3,8,2
1995/3/1,1995/3/10,6.2,8,2
1995/3/11,1995/3/20,8.6,8,2
1995/3/21,1995/3/31,10.8,8,2
1995/11/1,1995/11/10,11.8,8,2
1995/11/11,1995/11/20,10.9,8,2
1995/11/21,1995/11/30,8.1,8,2
1995/12/1,1995/12/10,6.0,8,2
1995/12/11,1995/12/20,6.6,8,2
1995/12/21,1995/12/31,3.6,8,2
1996/1/1,1996/1/10,4.6,8,2
1996/1/11,1996/1/20,6.4,8,2
1996/1/21,1996/1/31,3.2,8,2
1996/2/1,1996/2/10,1.8,8,2
1996/2/11,1996/2/20,5.3,8,2
1996/2/21,1996/2/29,4.3,8,2
1996/3/1,1996/3/10,4.7,8,2
1996/3/11,1996/3/20,7.3,8,2
1996/3/21,1996/3/31,10.7,8,2
1996/11/1,1996/11/10,16.6,8,2
1996/11/11,1996/11/20,10.4,8,2
1996/11/21,1996/11/30,10.0,8,2
1996/12/1,1996/12/10,5.9,8,2
1996/12/11,1996/12/20,8.9,8,2
1996/12/21,1996/12/31,6.5,8,2
1997/1/1,1997/1/10,5.1,8,2
1997/1/11,1997/1/20,5.7,8,2
1997/1/21,1997/1/31,3.2,8,2
1997/2/1,1997/2/10,4.4,8,2
1997/2/11,1997/2/20,4.0,8,2
1997/2/21,1997/2/28,5.8,8,2
1997/3/1,1997/3/10,8.7,8,2
1997/3/11,1997/3/20,9.6,8,2
1997/3/21,1997/3/31,9.7,8,2
1997/11/1,1997/11/10,11.6,8,2
1997/11/11,1997/11/20,13.8,8,2
1997/11/21,1997/11/30,13.9,8,2
1997/12/1,1997/12/10,8.6,8,2
1997/12/11,1997/12/20,7.5,8,2
1997/12/21,1997/12/31,7.7,8,2
1998/1/1,1998/1/10,5.3,8,2
1998/1/11,1998/1/20,5.9,8,2
1998/1/21,1998/1/31,3.6,8,2
1998/2/1,1998/2/10,3.9,8,2
1998/2/11,1998/2/20,8.5,8,2
1998/2/21,1998/2/28,9.1,8,2
1998/3/1,1998/3/10,8.0,8,2
1998/3/11,1998/3/20,9.0,8,2
1998/3/21,1998/3/31,11.7,8,2
1998/11/1,1998/11/10,15.8,8,2
1998/11/11,1998/11/20,12.0,8,2
1998/11/21,1998/11/30,9.7,8,2
1998/12/1,1998/12/10,9.7,8,2
1998/12/11,1998/12/20,8.2,8,2
1998/12/21,1998/12/31,7.2,8,2
1999/1/1,1999/1/10,4.6,8,2
1999/1/11,1999/1/20,5.2,8,2
1999/1/21,1999/1/31,5.4,8,2
1999/2/1,1999/2/10,3.8,8,2
1999/2/11,1999/2/20,4.4,8,2
1999/2/21,1999/2/28,6.1,8,2
1999/3/1,1999/3/10,9.2,8,2
1999/3/11,1999/3/20,11.4,8,2
1999/3/21,1999/3/31,9.2,8,2
1999/11/1,1999/11/10,14.3,8,2
1999/11/11,1999/11/20,12.9,8,2
1999/11/21,1999/11/30,10.8,8,2
1999/12/1,1999/12/10,8.9,8,2
1999/12/11,1999/12/20,6.8,8,2
1999/12/21,1999/12/31,5.3,8,2
2000/1/1,2000/1/10,7.9,8,2
2000/1/11,2000/1/20,7.0,8,2
2000/1/21,2000/1/31,3.3,8,2
2000/2/1,2000/2/10,4.0,8,2
2000/2/11,2000/2/20,4.0,8,2
2000/2/21,2000/2/29,2.7,8,2
2000/3/1,2000/3/10,6.5,8,2
2000/3/11,2000/3/20,6.8,8,2
2000/3/21,2000/3/31,9.0,8,2
2000/11/1,2000/11/10,16.4,8,2
2000/11/11,2000/11/20,13.1,8,2
2000/11/21,2000/11/30,10.4,8,2
2000/12/1,2000/12/10,8.4,8,2
2000/12/11,2000/12/20,7.7,8,2
2000/12/21,2000/12/31,5.6,8,2
2001/1/1,2001/1/10,4.9,8,2
2001/1/11,2001/1/20,2.1,8,2
2001/1/21,2001/1/31,4.6,8,2
2001/2/1,2001/2/10,4.6,8,2
2001/2/11,2001/2/20,4.4,8,2
2001/2/21,2001/2/28,7.3,8,2
2001/3/1,2001/3/10,5.8,8,2
2001/3/11,2001/3/20,8.3,8,2
2001/3/21,2001/3/31,11.3,8,2
2001/11/1,2001/11/10,13.5,8,2
2001/11/11,2001/11/20,10.7,8,2
2001/11/21,2001/11/30,10.1,8,2
2001/12/1,2001/12/10,8.6,8,2
2001/12/11,2001/12/20,6.1,8,2
2001/12/21,2001/12/31,5.1,8,2
2002/1/1,2002/1/10,4.2,8,2
2002/1/11,2002/1/20,8.2,8,2
2002/1/21,2002/1/31,5.0,8,2
2002/2/1,2002/2/10,5.7,8,2
2002/2/11,2002/2/20,4.2,8,2
2002/2/21,2002/2/28,8.9,8,2
2002/3/1,2002/3/10,7.8,8,2
2002/3/11,2002/3/20,11.8,8,2
2002/3/21,2002/3/31,11.2,8,2
2002/11/1,2002/11/10,9.7,8,2
2002/11/11,2002/11/20,9.8,8,2
2002/11/21,2002/11/30,9.1,8,2
2002/12/1,2002/12/10,9.3,8,2
2002/12/11,2002/12/20,6.1,8,2
2002/12/21,2002/12/31,5.6,8,2
2003/1/1,2003/1/10,3.2,8,2
2003/1/11,2003/1/20,4.6,8,2
2003/1/21,2003/1/31,3.8,8,2
2003/2/1,2003/2/10,5.1,8,2
2003/2/11,2003/2/20,5.6,8,2
2003/2/21,2003/2/28,5.8,8,2
2003/3/1,2003/3/10,5.5,8,2
2003/3/11,2003/3/20,6.1,8,2
2003/3/21,2003/3/31,10.2,8,2
2003/11/1,2003/11/10,17.1,8,2
2003/11/11,2003/11/20,13.4,8,2
2003/11/21,2003/11/30,12.8,8,2
2003/12/1,2003/12/10,9.9,8,2
2003/12/11,2003/12/20,6.0,8,2
2003/12/21,2003/12/31,5.9,8,2
2004/1/1,2004/1/10,5.7,8,2
2004/1/11,2004/1/20,4.3,8,2
2004/1/21,2004/1/31,3.1,8,2
2004/2/1,2004/2/10,4.4,8,2
2004/2/11,2004/2/20,6.5,8,2
2004/2/21,2004/2/29,8.7,8,2
2004/3/1,2004/3/10,5.7,8,2
2004/3/11,2004/3/20,10.5,8,2
2004/3/21,2004/3/31,10.9,8,2
2004/11/1,2004/11/10,15.8,8,2
2004/11/11,2004/11/20,13.4,8,2
2004/11/21,2004/11/30,11.4,8,2
2004/12/1,2004/12/10,10.8,8,2
2004/12/11,2004/12/20,9.5,8,2
2004/12/21,2004/12/31,5.9,8,2
2005/1/1,2005/1/10,4.1,8,2
2005/1/11,2005/1/20,4.6,8,2
2005/1/21,2005/1/31,4.9,8,2
2005/2/1,2005/2/10,4.2,8,2
2005/2/11,2005/2/20,5.8,8,2
